[2013/1/11 - 19:48:45] [DEBUG] What_Up (113.172.35.110) VIP removed (VIP Expire: 1357901610 | Level: 3)
[2013/2/23 - 18:46:15] [DEBUG] Charlie_Jackson (101.99.24.27) VIP removed (VIP Expire: 1361417759 | Level: 3)
[2013/2/23 - 18:51:26] [DEBUG] Rock_Stamina (42.119.158.184) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/23 - 19:19:23] [DEBUG] Rock_Stamina (42.119.158.184) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/23 - 19:20:19] [DEBUG] Jio_BlackPeas (42.117.186.61) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/2/23 - 19:20:31] [DEBUG] Nyan_Billy (113.172.128.125) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/23 - 19:21:25] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/23 - 19:23:36] [DEBUG] Ong_Giao (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 19:27:58] [DEBUG] uzumaki_naruto (123.26.21.186) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/2/23 - 19:28:26] [DEBUG] Rito_Gix (123.23.219.154) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/2/23 - 19:36:11] [DEBUG] Tung_Dao (27.2.158.133) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/23 - 19:36:37] [DEBUG] Heinz_Doofenshmirtz (222.254.243.252) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/23 - 19:50:54] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/23 - 19:51:9] [DEBUG] Jio_BlackPeas (42.117.186.61) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/2/23 - 19:57:3] [DEBUG] Rito_Gix (123.23.219.154) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/2/23 - 19:59:39] [DEBUG] Mark_Bennett (123.20.200.39) VIP removed (VIP Expire: 1361275193 | Level: 3)
[2013/2/23 - 20:0:11] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/23 - 20:3:1] [DEBUG] Ong_Giao (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 20:3:28] [DEBUG] Nyan_Billy (113.172.128.125) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/23 - 20:10:33] [DEBUG] Dominic_Hunter (113.172.235.21) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/2/23 - 20:13:10] [DEBUG] Dominic_Hunter (113.172.235.21) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/2/23 - 20:17:46] [DEBUG] Charlie_Jackson (101.99.24.27) VIP removed (VIP Expire: 1361417759 | Level: 3)
[2013/2/23 - 20:27:25] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/23 - 20:28:59] [DEBUG] Tung_Dao (27.2.158.133) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/23 - 20:36:42] [DEBUG] Rock_Stamina (42.119.158.184) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/23 - 20:37:21] [DEBUG] Rock_Stamina (42.119.158.184) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/23 - 20:38:21] [DEBUG] Tung_Dao (27.2.158.133) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/23 - 20:38:22] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/23 - 20:39:51] [DEBUG] Maximus_ACE (113.166.240.2) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/23 - 20:40:2] [DEBUG] Mark_Bennett (123.20.200.39) VIP removed (VIP Expire: 1361275193 | Level: 3)
[2013/2/23 - 20:43:43] [DEBUG] Mark_Bennett (123.20.200.39) VIP removed (VIP Expire: 1361275193 | Level: 3)
[2013/2/23 - 20:53:7] [DEBUG] Rock_Stamina (42.119.158.184) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/23 - 20:55:48] [DEBUG] Dominic_Hunter (113.172.235.21) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/2/23 - 21:0:5] [DEBUG] Nyan_Punk (123.24.68.22) VIP removed (VIP Expire: 1361172966 | Level: 3)
[2013/2/23 - 21:3:55] [DEBUG] Nyan_Billy (113.172.128.125) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/23 - 21:7:41] [DEBUG] Rito_Gix (123.23.219.154) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/2/23 - 21:11:26] [DEBUG] Nyan_Billy (113.172.128.125) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/23 - 21:25:47] [DEBUG] Rock_Stamina (42.119.158.184) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/23 - 21:33:56] [DEBUG] uzumaki_naruto (123.26.21.186) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/2/23 - 21:34:14] [DEBUG] Maximus_ACE (222.252.246.128) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/23 - 21:37:24] [DEBUG] uzumaki_naruto (123.26.21.186) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/2/23 - 21:37:25] [DEBUG] Nyan_Punk (123.24.68.22) VIP removed (VIP Expire: 1361172966 | Level: 3)
[2013/2/23 - 21:41:46] [DEBUG] Nyan_Punk (123.24.68.22) VIP removed (VIP Expire: 1361172966 | Level: 3)
[2013/2/23 - 21:45:44] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 21:54:51] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 21:57:56] [DEBUG] Nyan_Punk (123.16.57.56) VIP removed (VIP Expire: 1361172966 | Level: 3)
[2013/2/23 - 22:16:50] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 22:19:41] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 22:31:17] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 22:35:17] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 23:6:49] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 23:23:41] [DEBUG] Rock_Stamina (42.119.158.184) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/23 - 23:28:33] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 23:34:24] [DEBUG] Rock_Stamina (42.119.158.184) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/23 - 23:35:26] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/23 - 23:56:6] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 0:19:59] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 0:20:29] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 0:21:0] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 0:21:37] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 0:22:6] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 1:10:40] [DEBUG] FALLS_ETILE (113.169.3.249) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/24 - 1:47:52] [DEBUG] FALLS_ETILE (113.169.3.249) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/24 - 2:49:28] [DEBUG] FALLS_ETILE (113.169.3.249) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/24 - 2:49:49] [DEBUG] Rock_Stamina (42.119.158.184) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/24 - 3:19:5] [DEBUG] Rock_Stamina (42.119.158.184) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/24 - 5:11:57] [DEBUG] Jio_BlackPeas (42.117.186.61) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/2/24 - 6:14:8] [DEBUG] Maximus_ACE (123.19.255.165) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/24 - 6:42:16] [DEBUG] Tung_Dao (27.2.158.31) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/24 - 6:55:11] [DEBUG] Tung_Dao (27.2.158.31) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/24 - 7:1:54] [DEBUG] Tung_Dao (27.2.158.31) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/24 - 7:14:50] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/24 - 7:16:49] [DEBUG] John_Conner (113.170.85.143) VIP removed (VIP Expire: 1360860104 | Level: 3)
[2013/2/24 - 7:32:7] [DEBUG] John_Conner (113.170.85.143) VIP removed (VIP Expire: 1360860104 | Level: 3)
[2013/2/24 - 8:6:14] [DEBUG] Nyan_Billy (113.172.126.82) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/24 - 8:27:16] [DEBUG] jessica_ngocvy (115.78.119.19) VIP removed (VIP Expire: 1361427470 | Level: 3)
[2013/2/24 - 8:28:9] [DEBUG] Charlie_Jackson (101.99.24.27) VIP removed (VIP Expire: 1361417759 | Level: 3)
[2013/2/24 - 8:28:59] [DEBUG] osama_binladen (171.252.103.224) VIP removed (VIP Expire: 1361271943 | Level: 3)
[2013/2/24 - 8:30:51] [DEBUG] John_Conner (113.170.85.143) VIP removed (VIP Expire: 1360860104 | Level: 3)
[2013/2/24 - 8:38:7] [DEBUG] John_Conner (113.170.85.143) VIP removed (VIP Expire: 1360860104 | Level: 3)
[2013/2/24 - 9:3:58] [DEBUG] Charlie_Jackson (101.99.24.27) VIP removed (VIP Expire: 1361417759 | Level: 3)
[2013/2/24 - 9:19:31] [DEBUG] uzumaki_naruto (123.26.24.125) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/2/24 - 9:24:49] [DEBUG] Jiang_nhoc (42.117.75.58) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/2/24 - 9:26:59] [DEBUG] Dominic_Hunter (123.21.200.226) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/2/24 - 9:30:42] [DEBUG] jessica_ngocvy (115.78.119.19) VIP removed (VIP Expire: 1361427470 | Level: 3)
[2013/2/24 - 9:36:2] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/2/24 - 9:36:27] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/24 - 9:51:10] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 9:51:48] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 9:52:23] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 9:54:9] [DEBUG] Charlie_Jackson (101.99.24.27) VIP removed (VIP Expire: 1361417759 | Level: 3)
[2013/2/24 - 9:54:14] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/24 - 9:55:35] [DEBUG] Maximus_ACE (113.166.251.5) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/24 - 9:56:11] [DEBUG] Rito_Gix (123.22.24.100) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/2/24 - 10:4:20] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 10:4:45] [DEBUG] Dominic_Hunter (123.21.200.226) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/2/24 - 10:6:10] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/2/24 - 10:10:50] [DEBUG] uzumaki_naruto (123.26.24.125) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/2/24 - 10:11:59] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 10:16:48] [DEBUG] John_Conner (115.78.126.77) VIP removed (VIP Expire: 1360860104 | Level: 3)
[2013/2/24 - 10:22:31] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/24 - 10:24:25] [DEBUG] jessica_ngocvy (115.78.119.19) VIP removed (VIP Expire: 1361427470 | Level: 3)
[2013/2/24 - 10:24:37] [DEBUG] Tung_Dao (115.78.192.35) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/24 - 10:28:13] [DEBUG] Maximus_ACE (113.166.251.5) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/24 - 10:34:43] [DEBUG] Charlie_Jackson (101.99.24.27) VIP removed (VIP Expire: 1361417759 | Level: 3)
[2013/2/24 - 10:36:18] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 10:39:59] [DEBUG] Jio_BlackPeas (42.117.186.61) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/2/24 - 10:43:52] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/24 - 10:46:36] [DEBUG] Charlie_Jackson (101.99.24.27) VIP removed (VIP Expire: 1361417759 | Level: 3)
[2013/2/24 - 10:49:39] [DEBUG] Tung_Dao (115.78.192.35) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/24 - 11:5:31] [DEBUG] Jiang_nhoc (42.117.75.58) VIP removed (VIP Expire: 1361034737 | Level: 3)
[2013/2/24 - 11:6:54] [DEBUG] Jio_BlackPeas (42.117.186.61) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/2/24 - 11:7:42] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/24 - 11:28:2] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 11:33:32] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/24 - 11:33:48] [DEBUG] Tung_Dao (115.78.192.35) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/24 - 11:34:44] [DEBUG] Nyan_Billy (113.172.126.82) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/24 - 11:34:49] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 11:36:21] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 11:47:46] [DEBUG] Nyan_Billy (113.172.126.82) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/24 - 11:48:26] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/2/24 - 11:49:55] [DEBUG] Tung_Dao (115.78.192.35) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/24 - 11:57:45] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 12:2:2] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/24 - 12:3:9] [DEBUG] Dominic_Hunter (123.21.200.226) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/2/24 - 12:6:46] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 12:7:45] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 12:8:14] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 12:8:48] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/2/24 - 12:8:59] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 12:12:15] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 12:13:7] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/2/24 - 12:13:7] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 12:14:22] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/24 - 12:23:25] [DEBUG] Rito_Gix (123.22.24.100) VIP removed (VIP Expire: 1361072178 | Level: 3)
[2013/2/24 - 12:26:33] [DEBUG] Nyan_Billy (113.172.126.82) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/24 - 12:26:40] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/24 - 12:27:36] [DEBUG] Nyan_Billy (113.172.126.82) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/24 - 12:28:35] [DEBUG] Nyan_Punk (123.16.48.128) VIP removed (VIP Expire: 1361172966 | Level: 3)
[2013/2/24 - 12:33:17] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 12:46:39] [DEBUG] Dominic_Hunter (123.21.200.226) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/2/24 - 12:48:7] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 12:51:58] [DEBUG] osama_binladen (171.255.1.170) VIP removed (VIP Expire: 1361271943 | Level: 3)
[2013/2/24 - 12:58:50] [DEBUG] Rock_Stamina (42.119.145.211) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/24 - 13:4:5] [DEBUG] Maximus_ACE (123.19.254.37) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/24 - 13:11:58] [DEBUG] Dominic_Hunter (123.21.200.226) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/2/24 - 13:35:35] [DEBUG] Maximus_ACE (123.19.254.37) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/24 - 13:43:55] [DEBUG] Rock_Stamina (42.119.145.211) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/24 - 13:46:18] [DEBUG] Nyan_Billy (113.172.126.82) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/24 - 13:48:51] [DEBUG] Hyuga_Kojiro (42.118.74.174) VIP removed (VIP Expire: 1361668862 | Level: 3)
[2013/2/24 - 13:49:41] [DEBUG] Long_Ruoi (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/24 - 13:50:0] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 13:55:37] [DEBUG] Dominic_Hunter (123.21.200.226) VIP removed (VIP Expire: 1361163662 | Level: 3)
[2013/2/24 - 13:56:25] [DEBUG] Hyuga_Kojiro (42.118.74.174) VIP removed (VIP Expire: 1361668862 | Level: 3)
[2013/2/24 - 14:18:45] [DEBUG] Hyuga_Kojiro (42.118.74.174) VIP removed (VIP Expire: 1361668862 | Level: 3)
[2013/2/24 - 14:22:25] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 14:26:23] [DEBUG] Clark_kentz (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/24 - 14:26:24] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 14:39:23] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 14:39:53] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 14:43:27] [DEBUG] Clark_kentz (117.1.43.213) VIP removed (VIP Expire: 1361517836 | Level: 3)
[2013/2/24 - 14:53:51] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/24 - 15:1:2] [DEBUG] Nyan_Billy (113.172.126.82) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/24 - 15:1:12] [DEBUG] uzumaki_naruto (123.26.24.125) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/2/24 - 15:11:5] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/24 - 15:12:24] [DEBUG] Maximus_ACE (123.19.254.37) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/24 - 15:20:7] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/24 - 15:35:51] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 15:39:59] [DEBUG] Jio_BlackPeas (42.117.186.61) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/2/24 - 15:40:35] [DEBUG] Long_Killer (113.172.249.12) VIP removed (VIP Expire: 1361456179 | Level: 3)
[2013/2/24 - 15:57:17] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/24 - 15:58:49] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 15:59:24] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 16:9:23] [DEBUG] Maximus_ACE (123.19.254.37) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/24 - 16:13:50] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/24 - 16:19:29] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/24 - 16:26:33] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/24 - 16:49:33] [DEBUG] uzumaki_naruto (123.26.24.125) VIP removed (VIP Expire: 1361270992 | Level: 3)
[2013/2/24 - 16:50:56] [DEBUG] Rock_Stamina (42.119.145.211) VIP removed (VIP Expire: 1361190433 | Level: 3)
[2013/2/24 - 16:51:52] [DEBUG] Jio_BlackPeas (42.117.186.61) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/2/24 - 16:51:53] [DEBUG] FALLS_ETILE (115.78.88.25) VIP removed (VIP Expire: 1360606240 | Level: 3)
[2013/2/24 - 16:53:55] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 16:59:49] [DEBUG] Maximus_ACE (113.166.252.168) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/24 - 17:2:43] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 17:10:59] [DEBUG] Maximus_ACE (113.166.252.168) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/24 - 17:11:57] [DEBUG] Maximus_ACE (113.166.252.168) VIP removed (VIP Expire: 1361322941 | Level: 1)
[2013/2/24 - 17:12:44] [DEBUG] Hyuga_Kojiro (42.118.74.174) VIP removed (VIP Expire: 1361668862 | Level: 3)
[2013/2/24 - 17:23:17] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/24 - 17:23:43] [DEBUG] Nyan_Billy (113.172.126.82) VIP removed (VIP Expire: 1361263564 | Level: 3)
[2013/2/24 - 17:24:15] [DEBUG] Tung_Dao (115.78.192.35) VIP removed (VIP Expire: 1361330305 | Level: 2)
[2013/2/24 - 17:38:12] [DEBUG] osama_binladen (171.252.182.137) VIP removed (VIP Expire: 1361271943 | Level: 3)
[2013/2/24 - 17:45:10] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 17:45:51] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
[2013/2/24 - 17:46:10] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 18:2:9] [DEBUG] huy_bonano (123.16.80.169) VIP removed (VIP Expire: 1361248901 | Level: 3)
[2013/2/24 - 18:5:0] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 18:5:45] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 18:6:22] [DEBUG] Charlie_Jackson (101.99.24.27) VIP removed (VIP Expire: 1361417759 | Level: 3)
[2013/2/24 - 18:6:31] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 18:12:51] [DEBUG] Mark_Bennett (123.21.145.158) VIP removed (VIP Expire: 1361275193 | Level: 3)
[2013/2/24 - 18:13:49] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 18:14:26] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 18:15:21] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 18:16:11] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 18:16:27] [DEBUG] Jio_BlackPeas (42.117.186.61) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/2/24 - 18:16:51] [DEBUG] Bore_Dang (118.68.125.129) VIP removed (VIP Expire: 1361102996 | Level: 3)
[2013/2/24 - 18:17:16] [DEBUG] Jio_BlackPeas (42.117.186.61) VIP removed (VIP Expire: 1361183444 | Level: 3)
[2013/2/24 - 18:18:2] [DEBUG] Heinz_Doofenshmirtz (222.254.241.253) VIP removed (VIP Expire: 1360812774 | Level: 3)
